Average of Min and Max,Firstdayeachmonth,Company + Product,Company + Variation,Secured PL,productcount,Extrarepaypoints,dailyrepaypoints,weeklyrepaypoints,Monthlyrepaypoints,fortnightlyrepaypoints,Quarterlyrepaypoints,redrawfacilitypoints,redrawactivationfeepenalty,Unsecuredpoints,earlyexitfeepenalty,totalpoints,norepaymentlimitpoints,Past Year Filter (In Progress),variationidtemp,average_rate,Initial_Repayment,balance_outstanding,Repayment,fees,Total_Cost,Personal/Car Loan Bucketing,Number of Records,Car Loan,Unsecured PL,Adminnotes,applicationfeesdollar (custom sql query1),Applicationfeesdollar,applicationfeespercent (custom sql query1),Applicationfeespercent,collectiondate (custom sql query1),Collectiondate,Companycode,Companyid,Companyname,comparisonratecar,comparisonratepersonal,description (custom sql query1),Description,Docreleasefees,Earlyexitpenaltyfee,Earlyexitpenaltyfeeperiod,Encumbrancecheckfees,extrarepaymentdollarlimits,extrarepaymentdollarlimitsperiod,filename (custom sql query1),filename,Hasearlyexitpenalty,Hasearlyexitpenaltyfeesvaries,Hasredrawfacility,introrate,introterm,Isboatallowed,Iscarloan,Iscontractemploymentaccepted,Isdebtconsolidationallowed,Isdiscontinued,Isextrarepaymentsallowed,Isfulltimeemploymentaccepted,Isfullydrawnadvance,Isholidaysallowed,Islineofcredit,Ismedicalbillallowed,Ismotorcycleallowed,Isnewcarallowed,Isparttimeemploymentaccepted,Ispersonalloan,Isrcspecial,Isrenovationallowed,Isrestrictedtocurrenthlcustomer,Issecuredbydeposit,Issecuredbyproperty,Issecuredbyvehicle,Isselfemploymentaccepted,Issharesallowed,Isspecial,Isstudentallowed,Isusedcarallowed,Isweddingallowed,maxloanamount,maxloanterm,Maxrate,Minimumincome,Minimumyearsaddress,minloanamount,minloanterm,Minrate,Minredrawamount,Missedpaymentpenalty,Ongoingfees,Ongoingfeesfrequency,Otherbenefits,Otherfees,Otherpurposes,Otherrestrictions,productid (custom sql query1),Productid,Redrawactivationfee,Repaymentfreq,Repaymenttype,Securedbyothers,Securedtype,Specialconditions,uuid (custom sql query1),Uuid,variationid
7.49,False,Beyond Bank Australia - 581ff6cfa949c9659bf95b32,Beyond Bank Australia - Pinnacle Plus Low Rate Car/Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Beyond Bank Australia - dc109f42-f5a5-4698-bca3-b273da5ad009 - 0 to 84,7.49,600.995908899,,36059.754533937,300,36359.754533937,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CPS,eaae66d6-0bfb-4fd5-b859-f9903db73fc6,Beyond Bank Australia,7.84,8.58,Pinnacle Plus Low Rate Car/Personal Loan,Pinnacle Plus Low Rate Car/Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,125000,84,7.49,0,0,5000,0,7.49,0,20,5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b32,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,dc109f42-f5a5-4698-bca3-b273da5ad009,dc109f42-f5a5-4698-bca3-b273da5ad009,510179
8.89,False,Beyond Bank Australia - 581ff6cfa949c9659bf95b34,Beyond Bank Australia - No Fee Car/Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Beyond Bank Australia - 8f8a8a91-203e-4121-b238-196344468093 - 0 to 84,8.89,621.150284130,,37269.017047774,0,37269.017047774,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CPS,eaae66d6-0bfb-4fd5-b859-f9903db73fc6,Beyond Bank Australia,8.89,8.89,No Fee Car/Personal Loan,No Fee Car/Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,125000,84,8.89,0,0,10000,0,8.89,0,20,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b34,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,8f8a8a91-203e-4121-b238-196344468093,8f8a8a91-203e-4121-b238-196344468093,510183
13.45,False,Beyond Bank Australia - 581ff6cfa949c9659bf95b36,Beyond Bank Australia - Flexi Car/Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Beyond Bank Australia - f1b1adeb-621f-487a-9391-a459c586955a - 0 to 84,13.45,689.522855423,,41371.371325368,0,41371.371325368,PandC,1,,,,,175,,0,19/03/2018,19/03/2018,CPS,eaae66d6-0bfb-4fd5-b859-f9903db73fc6,Beyond Bank Australia,13.71,14.69,Flexi Car/Personal Loan,Flexi Car/Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,125000,84,13.45,0,0,5000,0,13.45,0,20,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b36,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,f1b1adeb-621f-487a-9391-a459c586955a,f1b1adeb-621f-487a-9391-a459c586955a,510187
13,False,Beyond Bank Australia - 581ff6cfa949c9659bf95b38,Beyond Bank Australia - Pinnacle Plus Flexi Car/Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Beyond Bank Australia - 879bb0fe-04cc-4e8a-b7ce-e01fc6d2dd7d - 0 to 84,13,682.592191327,,40955.531479604,0,40955.531479604,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CPS,eaae66d6-0bfb-4fd5-b859-f9903db73fc6,Beyond Bank Australia,13,13,Pinnacle Plus Flexi Car/Personal Loan,Pinnacle Plus Flexi Car/Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,125000,84,13,0,0,5000,0,13,0,20,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b38,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,879bb0fe-04cc-4e8a-b7ce-e01fc6d2dd7d,879bb0fe-04cc-4e8a-b7ce-e01fc6d2dd7d,510191
13.18,False,Big Sky Building Society - 581ff6cfa949c9659bf95b3c,Big Sky Building Society - Partial Secured Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Big Sky Building Society - ac91af80-1ddb-4712-9057-4fe28de1696d - 12 to 96,13.18,685.359687725,,41121.581263477,0,41121.581263477,PnotC,1,,,,,0,,0,19/03/2018,19/03/2018,MUSA,2e253a61-d181-4d5c-8ac8-3dfa8737371b,Big Sky Building Society,,13.18,Partial Secured Loan,Partial Secured Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,96,13.18,0,0,1500,12,13.18,0,0,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b3c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,ac91af80-1ddb-4712-9057-4fe28de1696d,ac91af80-1ddb-4712-9057-4fe28de1696d,510199
11,False,Bank of Queensland - 581ff6cfa949c9659bf95b40,Bank of Queensland - Car Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Bank of Queensland - a79aa1bf-54e8-493b-b4ab-ef263aa41e0e - 12 to 84,11,652.272692179,,39136.361530758,450,39586.361530758,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,11.79,13.97,Car Loan,Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,40000,84,11,0,0,5000,12,11,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b40,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,a79aa1bf-54e8-493b-b4ab-ef263aa41e0e,a79aa1bf-54e8-493b-b4ab-ef263aa41e0e,510207
10.99,False,Bank of Queensland - 581ff6cfa949c9659bf95b42,Bank of Queensland - Unsecured Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,0,3,Bank of Queensland - e9fde59a-f0b1-4a71-bb7e-524c4600b58f - 12 to 84,10.99,652.123089499,,39127.385369951,450,39577.385369951,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,13.64,Unsecured Personal Loan Fixed,Unsecured Personal Loan Fixed,0,50,0,0,5000,12,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,40000,84,10.99,0,0,3000,12,10.99,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b42,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,e9fde59a-f0b1-4a71-bb7e-524c4600b58f,e9fde59a-f0b1-4a71-bb7e-524c4600b58f,510211
9.54,False,Bank of Queensland - 581ff6cfa949c9659bf95b44,Bank of Queensland - Mortgage Secured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Bank of Queensland - 140eb44f-2f77-4a82-8005-b22c9f940bd2 - 12 to 84,9.54,630.642429669,,37838.545780118,450,38288.545780118,PnotC,1,,,,,195,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,12.52,Mortgage Secured Personal Loan,Mortgage Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,9.54,0,0,5000,12,9.54,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b44,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,140eb44f-2f77-4a82-8005-b22c9f940bd2,140eb44f-2f77-4a82-8005-b22c9f940bd2,510215
6.86,False,Bank of Queensland - 581ff6cfa949c9659bf95b46,Bank of Queensland - Mortgage Secured Personal Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Bank of Queensland - cb857196-f5a0-4260-a221-ee5a5760ab38 - 0 to 999,6.86,592.056388374,,35523.383302443,0,35523.383302443,PnotC,1,,,,,495,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,10.32,Mortgage Secured Personal Overdraft,Mortgage Secured Personal Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,999,6.86,0,0,5000,0,6.86,0,0,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b46,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,cb857196-f5a0-4260-a221-ee5a5760ab38,cb857196-f5a0-4260-a221-ee5a5760ab38,510219
11.86,False,Catalyst Money - 581ff6cfa949c9659bf95b50,Catalyst Money - Secured Personal Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Catalyst Money - 5955257a-ff77-4179-ae64-dbd535e489ac - 0 to 999,11.86,665.212974094,,39912.778445641,0,39912.778445641,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,TUCU,57f0be07-a311-4453-bdde-ec702fd9d87b,Catalyst Money,,13.27,Secured Personal Overdraft,Secured Personal Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,11.86,0,0,10000,0,11.86,0,0,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b50,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,5955257a-ff77-4179-ae64-dbd535e489ac,5955257a-ff77-4179-ae64-dbd535e489ac,510239
11.2,False,Circle Alliance Bank - 581ff6cfa949c9659bf95b52,Circle Alliance Bank - Secured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Circle Alliance Bank - 61f74a17-d8db-46d0-9691-af24ad248fcb - 12 to 84,11.2,655.268931306,,39316.135878361,0,39316.135878361,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,CIRC,0595de0a-715b-4ffa-999c-5c5334544c20,Circle Alliance Bank,,12.25,Secured Personal Loan,Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,11.2,0,0,500,12,11.2,0,20,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b52,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,61f74a17-d8db-46d0-9691-af24ad248fcb,61f74a17-d8db-46d0-9691-af24ad248fcb,510243
8.9,False,Circle Alliance Bank - 581ff6d0a949c9659bf95b54,Circle Alliance Bank - Car Loan (Car <5 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Circle Alliance Bank - 734d9fb7-e8b6-45aa-83a4-bb2e08048e49 - 12 to 84,8.9,621.295671581,,37277.740294881,0,37277.740294881,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,CIRC,0595de0a-715b-4ffa-999c-5c5334544c20,Circle Alliance Bank,9.11,,Car Loan (Car <5 Years),Car Loan (Car <5 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,50000,84,8.9,0,0,500,12,8.9,0,20,0,Monthly,,0,,,581ff6d0a949c96,581ff6d0a949c9659bf95b54,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,734d9fb7-e8b6-45aa-83a4-bb2e08048e49,734d9fb7-e8b6-45aa-83a4-bb2e08048e49,510247
14.5,False,Circle Alliance Bank - 581ff6d0a949c9659bf95b56,Circle Alliance Bank - Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Circle Alliance Bank - 1550c4dc-5995-4339-8a54-58743a0de38b - 12 to 84,14.5,705.848432426,,42350.905945545,0,42350.905945545,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,CIRC,0595de0a-715b-4ffa-999c-5c5334544c20,Circle Alliance Bank,,15.57,Overdraft,Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,14.5,0,0,500,12,14.5,0,20,0,Monthly,,0,,,581ff6d0a949c96,581ff6d0a949c9659bf95b56,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,1550c4dc-5995-4339-8a54-58743a0de38b,1550c4dc-5995-4339-8a54-58743a0de38b,510251
5.29,False,Coastline Credit Union - 581ff6d0a949c9659bf95b5a,Coastline Credit Union - Personal Loan Secured with Property Mortgage,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - ed9a147c-1a88-494d-bd48-45843319542c - 12 to 84,5.29,570.131508492,,34207.890509549,0,34207.890509549,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,,6.65,Personal Loan Secured with Property Mortgage,Personal Loan Secured with Property Mortgage,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,200000,84,5.29,0,0,5000,12,5.29,0,25,0,Monthly,,0,,,581ff6d0a949c96,581ff6d0a949c9659bf95b5a,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,ed9a147c-1a88-494d-bd48-45843319542c,ed9a147c-1a88-494d-bd48-45843319542c,510259
9.09,False,Coastline Credit Union - 581ff6d1a949c9659bf95b5c,Coastline Credit Union - Secured Car Loan (Car > 4 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - 34806282-ff6e-472f-9b28-ec1651779bc3 - 12 to 84,9.09,624.061869448,,37443.712166882,0,37443.712166882,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,9.38,,Secured Car Loan (Car > 4 Years),Secured Car Loan (Car > 4 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,9.09,0,0,10000,12,9.09,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b5c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,34806282-ff6e-472f-9b28-ec1651779bc3,34806282-ff6e-472f-9b28-ec1651779bc3,510263
6.49,False,Coastline Credit Union - 581ff6d1a949c9659bf95b5e,Coastline Credit Union - Secured Car Loan (Car < 2 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - a354b30b-9b11-46ef-aed2-6c17695414da - 12 to 84,6.49,586.843937301,,35210.636238042,0,35210.636238042,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,6.77,,Secured Car Loan (Car < 2 Years),Secured Car Loan (Car < 2 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,6.49,0,0,10000,12,6.49,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b5e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,a354b30b-9b11-46ef-aed2-6c17695414da,a354b30b-9b11-46ef-aed2-6c17695414da,510267
7.39,False,Coastline Credit Union - 581ff6d1a949c9659bf95b62,Coastline Credit Union - Secured Car Loan Fixed (Car < 2 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - dd13ec01-9264-4082-afb3-28a27288afa1 - 12 to 84,7.39,599.571538554,,35974.292313227,0,35974.292313227,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,7.67,,Secured Car Loan Fixed (Car < 2 Years),Secured Car Loan Fixed (Car < 2 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,7.39,0,0,10000,12,7.39,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b62,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,dd13ec01-9264-4082-afb3-28a27288afa1,dd13ec01-9264-4082-afb3-28a27288afa1,510275
11.29,False,Coastline Credit Union - 581ff6d1a949c9659bf95b64,Coastline Credit Union - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - 80247d5b-5faf-4735-a6f1-7b77a2e07a16 - 12 to 84,11.29,656.619838178,,39397.190290688,0,39397.190290688,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,,12.69,Unsecured Personal Loan,Unsecured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,100000,84,11.29,0,0,10000,12,11.29,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b64,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,80247d5b-5faf-4735-a6f1-7b77a2e07a16,80247d5b-5faf-4735-a6f1-7b77a2e07a16,510279
13.75,False,Coastline Credit Union - 581ff6d2a949c9659bf95b68,Coastline Credit Union - Overdraft Unsecured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - 83ea43a8-e520-47f2-9350-dcf28bcadd60 - 0 to 999,13.75,694.165345518,,41649.920731051,0,41649.920731051,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,,15.17,Overdraft Unsecured,Overdraft Unsecured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,YES,False,YES,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,13.75,0,0,0,0,13.75,0,25,0,Monthly,,0,,,581ff6d2a949c96,581ff6d2a949c9659bf95b68,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,83ea43a8-e520-47f2-9350-dcf28bcadd60,83ea43a8-e520-47f2-9350-dcf28bcadd60,510287
15.9,False,Commonwealth Bank of Australia - 581ff6d2a949c9659bf95b6a,Commonwealth Bank of Australia - Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Commonwealth Bank of Australia - 006a040b-b4ab-4cab-a5ae-95f913fc7a32 - 0 to 84,15.9,727.948675324,,43676.920519470,600,44276.920519470,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,CBA,1696a862-f5d6-4c83-9858-4e401e034668,Commonwealth Bank of Australia,14.78,17.05,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,84,17.9,0,0,4000,0,13.9,0,20,10,Monthly,,0,,,581ff6d2a949c96,581ff6d2a949c9659bf95b6a,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,006a040b-b4ab-4cab-a5ae-95f913fc7a32,006a040b-b4ab-4cab-a5ae-95f913fc7a32,510291
7.49,False,Community First Credit Union - 581ff6d3a949c9659bf95b6e,Community First Credit Union - Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Community First Credit Union - b341105f-8931-4e30-a6e7-a14bfeb6fa37 - 0 to 84,7.49,600.995908899,,36059.754533937,300,36359.754533937,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,SWB,dcfa1d0f-5365-4875-9f19-1cbea75cb76a,Community First Credit Union,8.12,,Car Loan,Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,NO,NO,YES,NO,50000,84,7.49,0,0,10000,0,7.49,0,25,5,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b6e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,b341105f-8931-4e30-a6e7-a14bfeb6fa37,b341105f-8931-4e30-a6e7-a14bfeb6fa37,510311
